,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2017-18,24.0,BOS,NBA,SF,48.0,522.0,5.1,0.439,0.436,0.262,2.8,12.0,7.4,7.1,1.4,1.6,17.0,17.1,-0.9,0.8,-0.1,-0.014,-5.5,0.2,-5.3,-0.4
1,2018-19,25.0,OKC,NBA,SF,61.0,694.0,8.8,0.522,0.465,0.167,2.0,15.7,8.6,3.8,1.3,1.5,10.1,15.1,0.0,0.9,0.9,0.062,-3.6,0.3,-3.2,-0.2
2,2019-20,26.0,OKC,NBA,SF,55.0,867.0,11.3,0.591,0.487,0.251,1.8,10.6,6.4,6.4,1.3,2.0,12.8,17.0,0.5,0.9,1.3,0.074,-1.1,0.2,-1.0,0.2
3,2020-21,27.0,PHO,NBA,SF,24.0,355.0,13.4,0.605,0.371,0.319,2.3,17.3,9.9,7.3,1.4,2.3,12.6,19.0,0.3,0.4,0.7,0.095,-1.2,0.8,-0.4,0.2
4,2021-22,28.0,PHO,NBA,SF,3.0,40.0,6.7,0.392,0.455,0.364,2.6,16.5,9.3,6.5,2.4,0.0,7.3,14.9,0.0,0.0,0.0,-0.047,-5.0,-2.1,-7.1,-0.1
5,Career,,,NBA,,191.0,2478.0,9.5,0.541,0.452,0.241,2.2,13.4,7.8,6.0,1.4,1.8,12.9,16.7,-0.2,3.0,2.8,0.054,-2.8,0.3,-2.5,-0.3
6,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2 seasons,,OKC,NBA,,116.0,1561.0,10.2,0.56,0.477,0.213,1.9,12.9,7.4,5.3,1.3,1.8,11.7,16.1,0.5,1.8,2.2,0.069,-2.2,0.2,-2.0,0.0
8,1 season,,BOS,NBA,,48.0,522.0,5.1,0.439,0.436,0.262,2.8,12.0,7.4,7.1,1.4,1.6,17.0,17.1,-0.9,0.8,-0.1,-0.014,-5.5,0.2,-5.3,-0.4
9,2 seasons,,PHO,NBA,,27.0,395.0,12.7,0.586,0.378,0.323,2.3,17.2,9.8,7.2,1.5,2.0,12.1,18.6,0.2,0.4,0.7,0.081,-1.6,0.5,-1.1,0.1
